"week_date","month_num","season","title_clean","show_title","weekly_rank_num","weekly_hours_viewed_num","cumulative_weeks_in_top_10_num","type_clean","genre"
2021-08-29,8,summer,rurouni kenshin: the beginning,Rurouni Kenshin: The Beginning,5,2280000,5,Movie,Action & Adventure
2021-08-29,8,summer,the last mercenary,The Last Mercenary,6,2000000,5,Movie,International Movies
2021-08-29,8,summer,the last mercenary,The Last Mercenary,6,2000000,5,Movie,Comedies
2021-08-29,8,summer,the last mercenary,The Last Mercenary,6,2000000,5,Movie,Action & Adventure
2021-08-29,8,summer,el infierno,El infierno,7,1560000,4,,
2021-08-29,8,summer,mimi,Mimi,8,1510000,5,Movie,International Movies
2021-08-29,8,summer,mimi,Mimi,8,1510000,5,Movie,Dramas
2021-08-29,8,summer,mimi,Mimi,8,1510000,5,Movie,Comedies
2021-08-29,8,summer,bartkowiak,Bartkowiak,9,1460000,3,Movie,International Movies
2021-08-29,8,summer,bartkowiak,Bartkowiak,9,1460000,3,Movie,Action & Adventure
2021-08-29,8,summer,shiny_flakes: the teenage drug lord,Shiny_Flakes: The Teenage Drug Lord,10,1440000,4,Movie,International Movies
2021-08-29,8,summer,shiny_flakes: the teenage drug lord,Shiny_Flakes: The Teenage Drug Lord,10,1440000,4,Movie,Documentaries
2021-08-29,8,summer,clickbait,Clickbait,1,51280000,1,TV Show,TV Mysteries
2021-08-29,8,summer,clickbait,Clickbait,1,51280000,1,TV Show,TV Dramas
2021-08-29,8,summer,clickbait,Clickbait,1,51280000,1,TV Show,Crime TV Shows
2021-08-29,8,summer,outer banks,Outer Banks,2,20790000,5,TV Show,Teen TV Shows
2021-08-29,8,summer,outer banks,Outer Banks,2,20790000,5,TV Show,TV Dramas
2021-08-29,8,summer,outer banks,Outer Banks,2,20790000,5,TV Show,TV Action & Adventure
2021-08-29,8,summer,manifest,Manifest,3,17740000,1,TV Show,TV Sci-Fi & Fantasy
2021-08-29,8,summer,manifest,Manifest,3,17740000,1,TV Show,TV Mysteries
2021-08-29,8,summer,manifest,Manifest,3,17740000,1,TV Show,TV Dramas
2021-08-29,8,summer,the chair,The Chair,4,14020000,1,TV Show,TV Dramas
2021-08-29,8,summer,the chair,The Chair,4,14020000,1,TV Show,TV Comedies
2021-08-29,8,summer,outer banks,Outer Banks,5,13860000,5,TV Show,Teen TV Shows
2021-08-29,8,summer,outer banks,Outer Banks,5,13860000,5,TV Show,TV Dramas
2021-08-29,8,summer,outer banks,Outer Banks,5,13860000,5,TV Show,TV Action & Adventure
2021-08-29,8,summer,manifest,Manifest,6,12410000,5,TV Show,TV Sci-Fi & Fantasy
2021-08-29,8,summer,manifest,Manifest,6,12410000,5,TV Show,TV Mysteries
2021-08-29,8,summer,manifest,Manifest,6,12410000,5,TV Show,TV Dramas
2021-08-29,8,summer,for life,For Life,7,11180000,3,,
2021-08-29,8,summer,cocomelon,CoComelon,8,11030000,3,TV Show,Kids' TV
2021-08-29,8,summer,all american,All American,9,10480000,5,TV Show,Teen TV Shows
2021-08-29,8,summer,all american,All American,9,10480000,5,TV Show,TV Dramas
2021-08-29,8,summer,hit & run,Hit & Run,10,10090000,4,TV Show,TV Mysteries
2021-08-29,8,summer,hit & run,Hit & Run,10,10090000,4,TV Show,TV Dramas
2021-08-29,8,summer,hit & run,Hit & Run,10,10090000,4,TV Show,TV Action & Adventure
2021-08-29,8,summer,the snitch cartel: origins,The Snitch Cartel: Origins,1,15480000,5,TV Show,Spanish-Language TV Shows
2021-08-29,8,summer,the snitch cartel: origins,The Snitch Cartel: Origins,1,15480000,5,TV Show,International TV Shows
2021-08-29,8,summer,the snitch cartel: origins,The Snitch Cartel: Origins,1,15480000,5,TV Show,Crime TV Shows
2021-08-29,8,summer,"newly rich, newly poor","Newly Rich, Newly Poor",2,12120000,9,TV Show,Spanish-Language TV Shows
2021-08-29,8,summer,"newly rich, newly poor","Newly Rich, Newly Poor",2,12120000,9,TV Show,Romantic TV Shows
2021-08-29,8,summer,"newly rich, newly poor","Newly Rich, Newly Poor",2,12120000,9,TV Show,International TV Shows
2021-08-29,8,summer,alrawabi school for girls,AlRawabi School for Girls,3,11500000,3,TV Show,Teen TV Shows
2021-08-29,8,summer,alrawabi school for girls,AlRawabi School for Girls,3,11500000,3,TV Show,TV Dramas
2021-08-29,8,summer,alrawabi school for girls,AlRawabi School for Girls,3,11500000,3,TV Show,International TV Shows
2021-08-29,8,summer,hospital playlist,Hospital Playlist,4,10980000,5,TV Show,TV Comedies
2021-08-29,8,summer,hospital playlist,Hospital Playlist,4,10980000,5,TV Show,Korean TV Shows
2021-08-29,8,summer,hospital playlist,Hospital Playlist,4,10980000,5,TV Show,International TV Shows
2021-08-29,8,summer,carrossel,Carrossel,5,9750000,8,,
2021-08-29,8,summer,valeria,Valeria,6,9020000,3,TV Show,Spanish-Language TV Shows
2021-08-29,8,summer,valeria,Valeria,6,9020000,3,TV Show,Romantic TV Shows
2021-08-29,8,summer,valeria,Valeria,6,9020000,3,TV Show,International TV Shows
2021-08-29,8,summer,d.p.,D.P.,7,8430000,1,TV Show,TV Dramas
2021-08-29,8,summer,d.p.,D.P.,7,8430000,1,TV Show,International TV Shows
2021-08-29,8,summer,open your eyes,Open Your Eyes,8,8220000,1,TV Show,TV Mysteries
2021-08-29,8,summer,open your eyes,Open Your Eyes,8,8220000,1,TV Show,TV Dramas
2021-08-29,8,summer,open your eyes,Open Your Eyes,8,8220000,1,TV Show,International TV Shows
2021-08-29,8,summer,the cook of castamar,The Cook of Castamar,9,7550000,8,TV Show,Spanish-Language TV Shows
2021-08-29,8,summer,the cook of castamar,The Cook of Castamar,9,7550000,8,TV Show,Romantic TV Shows
2021-08-29,8,summer,the cook of castamar,The Cook of Castamar,9,7550000,8,TV Show,International TV Shows
2021-08-29,8,summer,"yo soy betty, la fea","Yo soy Betty, la fea",10,7340000,1,,
2021-08-22,8,summer,sweet girl,Sweet Girl,1,57160000,1,Movie,Dramas
2021-08-22,8,summer,sweet girl,Sweet Girl,1,57160000,1,Movie,Action & Adventure
2021-08-22,8,summer,the kissing booth 3,The Kissing Booth 3,2,26170000,2,Movie,Romantic Movies
2021-08-22,8,summer,the kissing booth 3,The Kissing Booth 3,2,26170000,2,Movie,Comedies
2021-08-22,8,summer,beckett,Beckett,3,23870000,2,Movie,Action & Adventure
2021-08-22,8,summer,vivo,Vivo,4,21960000,3,Movie,Music & Musicals
2021-08-22,8,summer,vivo,Vivo,4,21960000,3,Movie,Children & Family Movies
2021-08-22,8,summer,the loud house movie,The Loud House Movie,5,13860000,1,Movie,Music & Musicals
2021-08-22,8,summer,the loud house movie,The Loud House Movie,5,13860000,1,Movie,Comedies
2021-08-22,8,summer,the loud house movie,The Loud House Movie,5,13860000,1,Movie,Children & Family Movies
2021-08-22,8,summer,the secret life of pets,The Secret Life of Pets,6,10110000,1,,
2021-08-22,8,summer,hotel transylvania 3: summer vacation,Hotel Transylvania 3: Summer Vacation,7,8550000,3,Movie,Comedies
2021-08-22,8,summer,hotel transylvania 3: summer vacation,Hotel Transylvania 3: Summer Vacation,7,8550000,3,Movie,Children & Family Movies
2021-08-22,8,summer,the girl next door,The Girl Next Door,8,6900000,1,,
2021-08-22,8,summer,alvin and the chipmunks: chipwrecked,Alvin and the Chipmunks: Chipwrecked,9,6870000,1,,
2021-08-22,8,summer,resort to love,Resort to Love,10,6320000,4,Movie,Romantic Movies
2021-08-22,8,summer,resort to love,Resort to Love,10,6320000,4,Movie,Comedies
2021-08-22,8,summer,black island,Black Island,1,17330000,1,Movie,Thrillers
2021-08-22,8,summer,black island,Black Island,1,17330000,1,Movie,International Movies
2021-08-22,8,summer,the secret diary of an exchange student,The Secret Diary of an Exchange Student,2,7910000,1,Movie,Romantic Movies
2021-08-22,8,summer,the secret diary of an exchange student,The Secret Diary of an Exchange Student,2,7910000,1,Movie,International Movies
2021-08-22,8,summer,the secret diary of an exchange student,The Secret Diary of an Exchange Student,2,7910000,1,Movie,Comedies
2021-08-22,8,summer,out of my league,Out of my league,3,7120000,1,Movie,International Movies
2021-08-22,8,summer,out of my league,Out of my league,3,7120000,1,Movie,Dramas
2021-08-22,8,summer,out of my league,Out of my league,3,7120000,1,Movie,Comedies
2021-08-22,8,summer,blood red sky,Blood Red Sky,4,4520000,5,Movie,International Movies
2021-08-22,8,summer,blood red sky,Blood Red Sky,4,4520000,5,Movie,Horror Movies
2021-08-22,8,summer,blood red sky,Blood Red Sky,4,4520000,5,Movie,Action & Adventure
2021-08-22,8,summer,rurouni kenshin: the beginning,Rurouni Kenshin: The Beginning,5,3630000,4,Movie,International Movies
2021-08-22,8,summer,rurouni kenshin: the beginning,Rurouni Kenshin: The Beginning,5,3630000,4,Movie,Action & Adventure
2021-08-22,8,summer,the last mercenary,The Last Mercenary,6,3340000,4,Movie,International Movies
2021-08-22,8,summer,the last mercenary,The Last Mercenary,6,3340000,4,Movie,Comedies
2021-08-22,8,summer,the last mercenary,The Last Mercenary,6,3340000,4,Movie,Action & Adventure
2021-08-22,8,summer,sputnik,Sputnik,7,3290000,1,,
2021-08-22,8,summer,el infierno,El infierno,8,2650000,3,,
2021-08-22,8,summer,mimi,Mimi,9,2340000,4,Movie,International Movies
2021-08-22,8,summer,mimi,Mimi,9,2340000,4,Movie,Dramas
2021-08-22,8,summer,mimi,Mimi,9,2340000,4,Movie,Comedies
2021-08-22,8,summer,shiny_flakes: the teenage drug lord,Shiny_Flakes: The Teenage Drug Lord,10,2250000,3,Movie,International Movies
2021-08-22,8,summer,shiny_flakes: the teenage drug lord,Shiny_Flakes: The Teenage Drug Lord,10,2250000,3,Movie,Documentaries
2021-08-22,8,summer,outer banks,Outer Banks,1,31800000,4,TV Show,Teen TV Shows
2021-08-22,8,summer,outer banks,Outer Banks,1,31800000,4,TV Show,TV Dramas
2021-08-22,8,summer,outer banks,Outer Banks,1,31800000,4,TV Show,TV Action & Adventure
2021-08-22,8,summer,hit & run,Hit & Run,2,20660000,3,TV Show,TV Mysteries
2021-08-22,8,summer,hit & run,Hit & Run,2,20660000,3,TV Show,TV Dramas
2021-08-22,8,summer,hit & run,Hit & Run,2,20660000,3,TV Show,TV Action & Adventure
2021-08-22,8,summer,outer banks,Outer Banks,3,20300000,4,TV Show,Teen TV Shows
2021-08-22,8,summer,outer banks,Outer Banks,3,20300000,4,TV Show,TV Dramas
2021-08-22,8,summer,outer banks,Outer Banks,3,20300000,4,TV Show,TV Action & Adventure
2021-08-22,8,summer,all american,All American,4,14990000,4,TV Show,Teen TV Shows
2021-08-22,8,summer,all american,All American,4,14990000,4,TV Show,TV Dramas
2021-08-22,8,summer,for life,For Life,5,14540000,2,,
2021-08-22,8,summer,bake squad,Bake Squad,6,13220000,1,TV Show,Reality TV
2021-08-22,8,summer,gabby's dollhouse,Gabby's Dollhouse,7,12180000,2,TV Show,Kids' TV
2021-08-22,8,summer,brand new cherry flavor,Brand New Cherry Flavor,8,11140000,1,TV Show,TV Mysteries
2021-08-22,8,summer,brand new cherry flavor,Brand New Cherry Flavor,8,11140000,1,TV Show,TV Horror
2021-08-22,8,summer,brand new cherry flavor,Brand New Cherry Flavor,8,11140000,1,TV Show,TV Dramas
2021-08-22,8,summer,cocomelon,CoComelon,9,10990000,2,TV Show,Kids' TV
2021-08-22,8,summer,the good doctor,The Good Doctor,10,10430000,6,,
2021-08-22,8,summer,the snitch cartel: origins,The Snitch Cartel: Origins,1,19260000,4,TV Show,Spanish-Language TV Shows
2021-08-22,8,summer,the snitch cartel: origins,The Snitch Cartel: Origins,1,19260000,4,TV Show,International TV Shows
2021-08-22,8,summer,the snitch cartel: origins,The Snitch Cartel: Origins,1,19260000,4,TV Show,Crime TV Shows
2021-08-22,8,summer,alrawabi school for girls,AlRawabi School for Girls,2,18070000,2,TV Show,Teen TV Shows
2021-08-22,8,summer,alrawabi school for girls,AlRawabi School for Girls,2,18070000,2,TV Show,TV Dramas
2021-08-22,8,summer,alrawabi school for girls,AlRawabi School for Girls,2,18070000,2,TV Show,International TV Shows
2021-08-22,8,summer,valeria,Valeria,3,15640000,2,TV Show,Spanish-Language TV Shows
2021-08-22,8,summer,valeria,Valeria,3,15640000,2,TV Show,Romantic TV Shows
2021-08-22,8,summer,valeria,Valeria,3,15640000,2,TV Show,International TV Shows
2021-08-22,8,summer,gone for good,Gone for Good,4,14920000,2,TV Show,TV Dramas
2021-08-22,8,summer,gone for good,Gone for Good,4,14920000,2,TV Show,International TV Shows
2021-08-22,8,summer,gone for good,Gone for Good,4,14920000,2,TV Show,Crime TV Shows
2021-08-22,8,summer,"newly rich, newly poor","Newly Rich, Newly Poor",5,12080000,8,TV Show,Spanish-Language TV Shows
2021-08-22,8,summer,"newly rich, newly poor","Newly Rich, Newly Poor",5,12080000,8,TV Show,Romantic TV Shows
2021-08-22,8,summer,"newly rich, newly poor","Newly Rich, Newly Poor",5,12080000,8,TV Show,International TV Shows
2021-08-22,8,summer,hospital playlist,Hospital Playlist,6,10340000,4,TV Show,TV Comedies
2021-08-22,8,summer,hospital playlist,Hospital Playlist,6,10340000,4,TV Show,Korean TV Shows
2021-08-22,8,summer,hospital playlist,Hospital Playlist,6,10340000,4,TV Show,International TV Shows
2021-08-22,8,summer,carrossel,Carrossel,7,9860000,7,,
2021-08-22,8,summer,"nevertheless,","Nevertheless,",8,9030000,5,TV Show,TV Dramas
2021-08-22,8,summer,"nevertheless,","Nevertheless,",8,9030000,5,TV Show,Romantic TV Shows
2021-08-22,8,summer,"nevertheless,","Nevertheless,",8,9030000,5,TV Show,International TV Shows
2021-08-22,8,summer,the cook of castamar,The Cook of Castamar,9,8820000,7,TV Show,Spanish-Language TV Shows
2021-08-22,8,summer,the cook of castamar,The Cook of Castamar,9,8820000,7,TV Show,Romantic TV Shows
2021-08-22,8,summer,the cook of castamar,The Cook of Castamar,9,8820000,7,TV Show,International TV Shows
2021-08-22,8,summer,control z,Control Z,10,8250000,3,TV Show,TV Dramas
2021-08-22,8,summer,control z,Control Z,10,8250000,3,TV Show,Spanish-Language TV Shows
2021-08-22,8,summer,control z,Control Z,10,8250000,3,TV Show,International TV Shows
2021-08-15,8,summer,the kissing booth 3,The Kissing Booth 3,1,90860000,1,Movie,Romantic Movies
2021-08-15,8,summer,the kissing booth 3,The Kissing Booth 3,1,90860000,1,Movie,Comedies
2021-08-15,8,summer,vivo,Vivo,2,37050000,2,Movie,Music & Musicals
2021-08-15,8,summer,vivo,Vivo,2,37050000,2,Movie,Children & Family Movies
2021-08-15,8,summer,beckett,Beckett,3,23580000,1,Movie,Action & Adventure
2021-08-15,8,summer,hotel transylvania 3: summer vacation,Hotel Transylvania 3: Summer Vacation,4,21460000,2,Movie,Comedies
2021-08-15,8,summer,hotel transylvania 3: summer vacation,Hotel Transylvania 3: Summer Vacation,4,21460000,2,Movie,Children & Family Movies
2021-08-15,8,summer,aftermath,Aftermath,5,15870000,2,Movie,Horror Movies
2021-08-15,8,summer,resort to love,Resort to Love,6,9860000,3,Movie,Romantic Movies
2021-08-15,8,summer,resort to love,Resort to Love,6,9860000,3,Movie,Comedies
2021-08-15,8,summer,the kissing booth,The Kissing Booth,7,8590000,1,Movie,Romantic Movies
2021-08-15,8,summer,the kissing booth,The Kissing Booth,7,8590000,1,Movie,Comedies
2021-08-15,8,summer,the kissing booth 2,The Kissing Booth 2,8,8370000,1,Movie,Romantic Movies
2021-08-15,8,summer,the kissing booth 2,The Kissing Booth 2,8,8370000,1,Movie,Comedies
2021-08-15,8,summer,dead man down,Dead Man Down,9,7580000,2,Movie,Action & Adventure
2021-08-15,8,summer,untold: malice at the palace,Untold: Malice at the Palace,10,6450000,1,Movie,Sports Movies
2021-08-15,8,summer,untold: malice at the palace,Untold: Malice at the Palace,10,6450000,1,Movie,Documentaries
2021-08-15,8,summer,the swarm,The Swarm,1,11470000,2,Movie,International Movies
2021-08-15,8,summer,the swarm,The Swarm,1,11470000,2,Movie,Independent Movies
2021-08-15,8,summer,the swarm,The Swarm,1,11470000,2,Movie,Horror Movies
2021-08-15,8,summer,the last mercenary,The Last Mercenary,2,7570000,3,Movie,International Movies
2021-08-15,8,summer,the last mercenary,The Last Mercenary,2,7570000,3,Movie,Comedies
2021-08-15,8,summer,the last mercenary,The Last Mercenary,2,7570000,3,Movie,Action & Adventure
2021-08-15,8,summer,rurouni kenshin: the beginning,Rurouni Kenshin: The Beginning,3,6550000,3,Movie,International Movies
2021-08-15,8,summer,rurouni kenshin: the beginning,Rurouni Kenshin: The Beginning,3,6550000,3,Movie,Action & Adventure
2021-08-15,8,summer,blood red sky,Blood Red Sky,4,6470000,4,Movie,International Movies
2021-08-15,8,summer,blood red sky,Blood Red Sky,4,6470000,4,Movie,Horror Movies
2021-08-15,8,summer,blood red sky,Blood Red Sky,4,6470000,4,Movie,Action & Adventure
2021-08-15,8,summer,el infierno,El infierno,5,4890000,2,,
2021-08-15,8,summer,mimi,Mimi,6,3630000,3,Movie,International Movies
2021-08-15,8,summer,mimi,Mimi,6,3630000,3,Movie,Dramas
2021-08-15,8,summer,mimi,Mimi,6,3630000,3,Movie,Comedies
2021-08-15,8,summer,shiny_flakes: the teenage drug lord,Shiny_Flakes: The Teenage Drug Lord,7,3440000,2,Movie,International Movies
2021-08-15,8,summer,shiny_flakes: the teenage drug lord,Shiny_Flakes: The Teenage Drug Lord,7,3440000,2,Movie,Documentaries
2021-08-15,8,summer,rurouni kenshin: the final,Rurouni Kenshin: The Final,8,2820000,3,Movie,International Movies
2021-08-15,8,summer,rurouni kenshin: the final,Rurouni Kenshin: The Final,8,2820000,3,Movie,Action & Adventure
2021-08-15,8,summer,navarasa,Navarasa,9,2800000,2,TV Show,TV Shows
2021-08-15,8,summer,kingdom: ashin of the north,Kingdom: Ashin of the North,10,2190000,4,Movie,Thrillers
2021-08-15,8,summer,kingdom: ashin of the north,Kingdom: Ashin of the North,10,2190000,4,Movie,International Movies
2021-08-15,8,summer,kingdom: ashin of the north,Kingdom: Ashin of the North,10,2190000,4,Movie,Horror Movies
2021-08-15,8,summer,outer banks,Outer Banks,1,51600000,3,TV Show,Teen TV Shows
2021-08-15,8,summer,outer banks,Outer Banks,1,51600000,3,TV Show,TV Dramas
2021-08-15,8,summer,outer banks,Outer Banks,1,51600000,3,TV Show,TV Action & Adventure
2021-08-15,8,summer,hit & run,Hit & Run,2,45190000,2,TV Show,TV Mysteries
2021-08-15,8,summer,hit & run,Hit & Run,2,45190000,2,TV Show,TV Dramas
2021-08-15,8,summer,hit & run,Hit & Run,2,45190000,2,TV Show,TV Action & Adventure
2021-08-15,8,summer,outer banks,Outer Banks,3,30390000,3,TV Show,Teen TV Shows
2021-08-15,8,summer,outer banks,Outer Banks,3,30390000,3,TV Show,TV Dramas
2021-08-15,8,summer,outer banks,Outer Banks,3,30390000,3,TV Show,TV Action & Adventure
2021-08-15,8,summer,all american,All American,4,20870000,3,TV Show,Teen TV Shows
2021-08-15,8,summer,all american,All American,4,20870000,3,TV Show,TV Dramas
2021-08-15,8,summer,cocaine cowboys: the kings of miami,Cocaine Cowboys: The Kings of Miami,5,13870000,2,TV Show,Docuseries
2021-08-15,8,summer,cocaine cowboys: the kings of miami,Cocaine Cowboys: The Kings of Miami,5,13870000,2,TV Show,Crime TV Shows
2021-08-15,8,summer,for life,For Life,6,13790000,1,,
2021-08-15,8,summer,virgin river,Virgin River,7,13220000,6,TV Show,TV Dramas
2021-08-15,8,summer,virgin river,Virgin River,7,13220000,6,TV Show,Romantic TV Shows
2021-08-15,8,summer,gabby's dollhouse,Gabby's Dollhouse,8,13170000,1,TV Show,Kids' TV
2021-08-15,8,summer,sex/life,Sex/Life,9,12190000,7,TV Show,TV Dramas
2021-08-15,8,summer,sex/life,Sex/Life,9,12190000,7,TV Show,Romantic TV Shows
2021-08-15,8,summer,the good doctor,The Good Doctor,10,11810000,5,,
2021-08-15,8,summer,the snitch cartel: origins,The Snitch Cartel: Origins,1,23840000,3,TV Show,Spanish-Language TV Shows
2021-08-15,8,summer,the snitch cartel: origins,The Snitch Cartel: Origins,1,23840000,3,TV Show,International TV Shows
2021-08-15,8,summer,the snitch cartel: origins,The Snitch Cartel: Origins,1,23840000,3,TV Show,Crime TV Shows
2021-08-15,8,summer,control z,Control Z,2,16400000,2,TV Show,TV Dramas
2021-08-15,8,summer,control z,Control Z,2,16400000,2,TV Show,Spanish-Language TV Shows
2021-08-15,8,summer,control z,Control Z,2,16400000,2,TV Show,International TV Shows
2021-08-15,8,summer,shaman king,SHAMAN KING,3,12970000,1,TV Show,International TV Shows
2021-08-15,8,summer,shaman king,SHAMAN KING,3,12970000,1,TV Show,Anime Series
2021-08-15,8,summer,"newly rich, newly poor","Newly Rich, Newly Poor",4,12750000,7,TV Show,Spanish-Language TV Shows
2021-08-15,8,summer,"newly rich, newly poor","Newly Rich, Newly Poor",4,12750000,7,TV Show,Romantic TV Shows
2021-08-15,8,summer,"newly rich, newly poor","Newly Rich, Newly Poor",4,12750000,7,TV Show,International TV Shows
2021-08-15,8,summer,the cook of castamar,The Cook of Castamar,5,11950000,6,TV Show,Spanish-Language TV Shows
2021-08-15,8,summer,the cook of castamar,The Cook of Castamar,5,11950000,6,TV Show,Romantic TV Shows
2021-08-15,8,summer,the cook of castamar,The Cook of Castamar,5,11950000,6,TV Show,International TV Shows
2021-08-15,8,summer,alrawabi school for girls,AlRawabi School for Girls,6,11620000,1,TV Show,Teen TV Shows
2021-08-15,8,summer,alrawabi school for girls,AlRawabi School for Girls,6,11620000,1,TV Show,TV Dramas
2021-08-15,8,summer,alrawabi school for girls,AlRawabi School for Girls,6,11620000,1,TV Show,International TV Shows
2021-08-15,8,summer,carrossel,Carrossel,7,10640000,6,,
2021-08-15,8,summer,gone for good,Gone for Good,8,9750000,1,TV Show,TV Dramas
2021-08-15,8,summer,gone for good,Gone for Good,8,9750000,1,TV Show,International TV Shows
2021-08-15,8,summer,gone for good,Gone for Good,8,9750000,1,TV Show,Crime TV Shows
2021-08-15,8,summer,valeria,Valeria,9,9600000,1,TV Show,Spanish-Language TV Shows
2021-08-15,8,summer,valeria,Valeria,9,9600000,1,TV Show,Romantic TV Shows
2021-08-15,8,summer,valeria,Valeria,9,9600000,1,TV Show,International TV Shows
2021-08-15,8,summer,hospital playlist,Hospital Playlist,10,9500000,3,TV Show,TV Comedies
2021-08-15,8,summer,hospital playlist,Hospital Playlist,10,9500000,3,TV Show,Korean TV Shows
2021-08-15,8,summer,hospital playlist,Hospital Playlist,10,9500000,3,TV Show,International TV Shows
2021-08-08,8,summer,aftermath,Aftermath,1,24200000,1,Movie,Horror Movies
2021-08-08,8,summer,resort to love,Resort to Love,2,23480000,2,Movie,Romantic Movies
2021-08-08,8,summer,resort to love,Resort to Love,2,23480000,2,Movie,Comedies
2021-08-08,8,summer,vivo,Vivo,3,21940000,1,Movie,Music & Musicals
2021-08-08,8,summer,vivo,Vivo,3,21940000,1,Movie,Children & Family Movies
2021-08-08,8,summer,the vault,The Vault,4,10870000,1,Movie,Thrillers
2021-08-08,8,summer,the vault,The Vault,4,10870000,1,Movie,International Movies
2021-08-08,8,summer,the vault,The Vault,4,10870000,1,Movie,Action & Adventure
2021-08-08,8,summer,the losers,The Losers,5,8040000,1,Movie,Action & Adventure
2021-08-08,8,summer,the last letter from your lover,The Last Letter From Your Lover,6,6850000,3,Movie,Romantic Movies
2021-08-08,8,summer,the last letter from your lover,The Last Letter From Your Lover,6,6850000,3,Movie,Dramas
2021-08-08,8,summer,hotel transylvania 3: summer vacation,Hotel Transylvania 3: Summer Vacation,7,6250000,1,Movie,Comedies
2021-08-08,8,summer,hotel transylvania 3: summer vacation,Hotel Transylvania 3: Summer Vacation,7,6250000,1,Movie,Children & Family Movies
2021-08-08,8,summer,dead man down,Dead Man Down,8,5840000,1,Movie,Action & Adventure
2021-08-08,8,summer,wish dragon,Wish Dragon,9,5150000,5,Movie,Comedies
2021-08-08,8,summer,wish dragon,Wish Dragon,9,5150000,5,Movie,Children & Family Movies
2021-08-08,8,summer,world trade center,World Trade Center,10,5050000,1,Movie,Dramas
2021-08-08,8,summer,world trade center,World Trade Center,10,5050000,1,Movie,Action & Adventure
2021-08-08,8,summer,the last mercenary,The Last Mercenary,1,23890000,2,Movie,International Movies
2021-08-08,8,summer,the last mercenary,The Last Mercenary,1,23890000,2,Movie,Comedies
2021-08-08,8,summer,the last mercenary,The Last Mercenary,1,23890000,2,Movie,Action & Adventure
2021-08-08,8,summer,rurouni kenshin: the beginning,Rurouni Kenshin: The Beginning,2,15080000,2,Movie,International Movies
2021-08-08,8,summer,rurouni kenshin: the beginning,Rurouni Kenshin: The Beginning,2,15080000,2,Movie,Action & Adventure
2021-08-08,8,summer,blood red sky,Blood Red Sky,3,13300000,3,Movie,International Movies
2021-08-08,8,summer,blood red sky,Blood Red Sky,3,13300000,3,Movie,Horror Movies
2021-08-08,8,summer,blood red sky,Blood Red Sky,3,13300000,3,Movie,Action & Adventure
2021-08-08,8,summer,the swarm,The Swarm,4,11380000,1,Movie,International Movies
2021-08-08,8,summer,the swarm,The Swarm,4,11380000,1,Movie,Independent Movies
2021-08-08,8,summer,the swarm,The Swarm,4,11380000,1,Movie,Horror Movies
2021-08-08,8,summer,mimi,Mimi,5,5140000,2,Movie,International Movies
2021-08-08,8,summer,mimi,Mimi,5,5140000,2,Movie,Dramas
2021-08-08,8,summer,mimi,Mimi,5,5140000,2,Movie,Comedies
2021-08-08,8,summer,bartkowiak,Bartkowiak,6,4570000,2,Movie,International Movies
2021-08-08,8,summer,bartkowiak,Bartkowiak,6,4570000,2,Movie,Action & Adventure
2021-08-08,8,summer,el infierno,El infierno,7,4420000,1,,
2021-08-08,8,summer,navarasa,Navarasa,8,3520000,1,TV Show,TV Shows
2021-08-08,8,summer,kingdom: ashin of the north,Kingdom: Ashin of the North,9,3450000,3,Movie,Thrillers
2021-08-08,8,summer,kingdom: ashin of the north,Kingdom: Ashin of the North,9,3450000,3,Movie,International Movies
2021-08-08,8,summer,kingdom: ashin of the north,Kingdom: Ashin of the North,9,3450000,3,Movie,Horror Movies
2021-08-08,8,summer,shiny_flakes: the teenage drug lord,Shiny_Flakes: The Teenage Drug Lord,10,3340000,1,Movie,International Movies
2021-08-08,8,summer,shiny_flakes: the teenage drug lord,Shiny_Flakes: The Teenage Drug Lord,10,3340000,1,Movie,Documentaries
2021-08-08,8,summer,outer banks,Outer Banks,1,105330000,2,TV Show,Teen TV Shows
2021-08-08,8,summer,outer banks,Outer Banks,1,105330000,2,TV Show,TV Dramas
2021-08-08,8,summer,outer banks,Outer Banks,1,105330000,2,TV Show,TV Action & Adventure
2021-08-08,8,summer,outer banks,Outer Banks,2,45080000,2,TV Show,Teen TV Shows
2021-08-08,8,summer,outer banks,Outer Banks,2,45080000,2,TV Show,TV Dramas
2021-08-08,8,summer,outer banks,Outer Banks,2,45080000,2,TV Show,TV Action & Adventure
2021-08-08,8,summer,all american,All American,3,33020000,2,TV Show,Teen TV Shows
2021-08-08,8,summer,all american,All American,3,33020000,2,TV Show,TV Dramas
2021-08-08,8,summer,hit & run,Hit & Run,4,23570000,1,TV Show,TV Mysteries
2021-08-08,8,summer,hit & run,Hit & Run,4,23570000,1,TV Show,TV Dramas
2021-08-08,8,summer,hit & run,Hit & Run,4,23570000,1,TV Show,TV Action & Adventure
2021-08-08,8,summer,cocaine cowboys: the kings of miami,Cocaine Cowboys: The Kings of Miami,5,18890000,1,TV Show,Docuseries
2021-08-08,8,summer,cocaine cowboys: the kings of miami,Cocaine Cowboys: The Kings of Miami,5,18890000,1,TV Show,Crime TV Shows
2021-08-08,8,summer,virgin river,Virgin River,6,18840000,5,TV Show,TV Dramas
2021-08-08,8,summer,virgin river,Virgin River,6,18840000,5,TV Show,Romantic TV Shows
